Dia,Hora,HBV,15 min,01 h,04 h,24 h,96 h

01/02/2018,00:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,00:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,00:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,00:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,01:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,01:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,01:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,01:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,02:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,02:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,02:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,02:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,03:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,03:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,03:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,03:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,04:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,04:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,04:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,04:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,05:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,05:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,05:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,05:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,06:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,06:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,06:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,06:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,07:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,07:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,07:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,07:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,08:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,08:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,08:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,08:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,09:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,09:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,09:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,09:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,10:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,10:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,10:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,10:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,11:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,11:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,11:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,11:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,12:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,12:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,12:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,12:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,13:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,13:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,13:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,13:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,14:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,14:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,14:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,14:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,15:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,15:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,15:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,15:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,16:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,16:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,16:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,16:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,17:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,17:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,17:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,17:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,18:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,18:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,18:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,18:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,19:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,19:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,19:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,19:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,20:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,20:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,20:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,20:45:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,21:00:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,21:15:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,21:30:00,HBV,0.0,0.0,0.0,0.0,18.4

01/02/2018,21:45:00,HBV,0.0,0.0,0.0,0.0,18.4

